Date,State,Country,Cumulative_cases,Cumulative_death,Daily_cases,Daily_death,Latitude,Longitude,Temperature,Min_temperature,Max_temperature,Wind_speed,Precipitation,Fog_Presence,Population,Population Density/km,Median_Age,Sex Ratio,Age%_65+,Hospital Beds/1000,Available Beds/1000,Confirmed Cases/1000,Lung Patients (F),Lung Patients (M),Median Age (Years),Life Expectancy (M),Life Expectancy (F),Total_tests_conducted,Out_Travels (mill.),In_travels(mill.),Domestic_Travels (mill.)
22-01-2020,,Afghanistan,0,0,0,0,33,65,5.89,0.89,12.72,9.4,0,0,38928346,60,18.4,1.03,2.61,0.5,0.21,0.000000,36.31,39.33,18.4,63.2,63.6,1019,1.561605,Not Reported,Not Reported
23-01-2020,,Afghanistan,0,0,0,0,33,65,5.56,0.39,13.28,14.9,99.99,1,38928346,60,18.4,1.03,2.61,0.5,0.21,0.000000,36.31,39.33,18.4,63.2,63.6,1019,1.561605,Not Reported,Not Reported
24-01-2020,,Afghanistan,0,0,0,0,33,65,4.50,2.72,6.22,10.4,0.17,1,38928346,60,18.4,1.03,2.61,0.5,0.21,0.000000,36.31,39.33,18.4,63.2,63.6,1019,1.561605,Not Reported,Not Reported
25-01-2020,,Afghanistan,0,0,0,0,33,65,7.78,3.28,13.50,6.1,0.57,1,38928346,60,18.4,1.03,2.61,0.5,0.21,0.000000,36.31,39.33,18.4,63.2,63.6,1019,1.561605,Not Reported,Not Reported
26-01-2020,,Afghanistan,0,0,0,0,33,65,6.00,2.28,11.72,10.8,0,1,38928346,60,18.4,1.03,2.61,0.5,0.21,0.000000,36.31,39.33,18.4,63.2,63.6,1019,1.561605,Not Reported,Not Reported
27-01-2020,,Afghanistan,0,0,0,0,33,65,6.11,2.50,10.39,3.7,0.04,0,38928346,60,18.4,1.03,2.61,0.5,0.21,0.000000,36.31,39.33,18.4,63.2,63.6,1019,1.561605,Not Reported,Not Reported
28-01-2020,,Afghanistan,0,0,0,0,33,65,5.39,1.50,9.00,2.4,0,0,38928346,60,18.4,1.03,2.61,0.5,0.21,0.000000,36.31,39.33,18.4,63.2,63.6,1019,1.561605,Not Reported,Not Reported
29-01-2020,,Afghanistan,0,0,0,0,33,65,-9.33,-10.39,-8.39,2.4,0,0,38928346,60,18.4,1.03,2.61,0.5,0.21,0.000000,36.31,39.33,18.4,63.2,63.6,1019,1.561605,Not Reported,Not Reported
30-01-2020,,Afghanistan,0,0,0,0,33,65,-9.33,-10.39,-8.39,2.4,0,0,38928346,60,18.4,1.03,2.61,0.5,0.21,0.000000,36.31,39.33,18.4,63.2,63.6,1019,1.561605,Not Reported,Not Reported
31-01-2020,,Afghanistan,0,0,0,0,33,65,-14.67,-15.11,-13.50,1.9,0,1,38928346,60,18.4,1.03,2.61,0.5,0.21,0.000000,36.31,39.33,18.4,63.2,63.6,1019,1.561605,Not Reported,Not Reported
01-02-2020,,Afghanistan,0,0,0,0,33,65,-14.67,-15.11,-13.50,1.9,0,1,38928346,60,18.4,1.03,2.61,0.5,0.21,0.000000,36.31,39.33,18.4,63.2,63.6,1019,1.561605,Not Reported,Not Reported
02-02-2020,,Afghanistan,0,0,0,0,33,65,-6.39,-15.61,2.22,4.5,1.73,1,38928346,60,18.4,1.03,2.61,0.5,0.21,0.000000,36.31,39.33,18.4,63.2,63.6,1019,1.561605,Not Reported,Not Reported
03-02-2020,,Afghanistan,0,0,0,0,33,65,-6.39,-15.61,2.22,4.5,1.73,1,38928346,60,18.4,1.03,2.61,0.5,0.21,0.000000,36.31,39.33,18.4,63.2,63.6,1019,1.561605,Not Reported,Not Reported
04-02-2020,,Afghanistan,0,0,0,0,33,65,-15.44,-18.11,-10.61,3.3,0,1,38928346,60,18.4,1.03,2.61,0.5,0.21,0.000000,36.31,39.33,18.4,63.2,63.6,1019,1.561605,Not Reported,Not Reported
05-02-2020,,Afghanistan,0,0,0,0,33,65,-15.44,-18.11,-10.61,3.3,0,1,38928346,60,18.4,1.03,2.61,0.5,0.21,0.000000,36.31,39.33,18.4,63.2,63.6,1019,1.561605,Not Reported,Not Reported
06-02-2020,,Afghanistan,0,0,0,0,33,65,6.17,-1.61,14.50,1.7,0,0,38928346,60,18.4,1.03,2.61,0.5,0.21,0.000000,36.31,39.33,18.4,63.2,63.6,1019,1.561605,Not Reported,Not Reported
22-01-2020,,Albania,0,0,0,0,41.1533,20.1683,5.72,-0.39,13.22,0.2,0,0,2877797,105,36,0.98,12.23,2.9,0.725,0,7.02,17.04,76,81.6,1526,5415,5927,Not Reported
23-01-2020,,Albania,0,0,0,0,41.1533,20.1683,6.72,1.22,15.22,0.2,0,0,2877797,105,36,0.98,12.23,2.9,0.725,0,7.02,17.04,76,81.6,1526,5415,5927,Not Reported
24-01-2020,,Albania,0,0,0,0,41.1533,20.1683,8.17,0.00,17.22,0.8,0,0,2877797,105,36,0.98,12.23,2.9,0.725,0,7.02,17.04,76,81.6,1526,5415,5927,Not Reported
25-01-2020,,Albania,0,0,0,0,41.1533,20.1683,10.83,5.78,15.00,0.7,0,1,2877797,105,36,0.98,12.23,2.9,0.725,0,7.02,17.04,76,81.6,1526,5415,5927,Not Reported
26-01-2020,,Albania,0,0,0,0,41.1533,20.1683,11.39,9.78,13.22,0.5,0.06,1,2877797,105,36,0.98,12.23,2.9,0.725,0,7.02,17.04,76,81.6,1526,5415,5927,Not Reported
27-01-2020,,Albania,0,0,0,0,41.1533,20.1683,10.50,9.61,12.78,2.5,1.38,1,2877797,105,36,0.98,12.23,2.9,0.725,0,7.02,17.04,76,81.6,1526,5415,5927,Not Reported
28-01-2020,,Albania,0,0,0,0,41.1533,20.1683,11.50,9.00,14.00,1.6,0.08,1,2877797,105,36,0.98,12.23,2.9,0.725,0,7.02,17.04,76,81.6,1526,5415,5927,Not Reported
29-01-2020,,Albania,0,0,0,0,41.1533,20.1683,12.22,10.22,16.78,1.7,1.1,1,2877797,105,36,0.98,12.23,2.9,0.725,0,7.02,17.04,76,81.6,1526,5415,5927,Not Reported
30-01-2020,,Albania,0,0,0,0,41.1533,20.1683,9.89,6.39,15.78,1.7,0.39,1,2877797,105,36,0.98,12.23,2.9,0.725,0,7.02,17.04,76,81.6,1526,5415,5927,Not Reported
31-01-2020,,Albania,0,0,0,0,41.1533,20.1683,9.72,3.00,17.00,1.1,0,0,2877797,105,36,0.98,12.23,2.9,0.725,0,7.02,17.04,76,81.6,1526,5415,5927,Not Reported
01-02-2020,,Albania,0,0,0,0,41.1533,20.1683,12.83,9.50,18.39,1.5,0.01,1,2877797,105,36,0.98,12.23,2.9,0.725,0,7.02,17.04,76,81.6,1526,5415,5927,Not Reported
02-02-2020,,Albania,0,0,0,0,41.1533,20.1683,13.17,10.00,18.00,1.5,0,0,2877797,105,36,0.98,12.23,2.9,0.725,0,7.02,17.04,76,81.6,1526,5415,5927,Not Reported
24-01-2020,,Algeria,0,0,0,0,28.0339,1.6596,17,9,27,0.9,0,0,43851044,18,29,1.03,5.81,1.9,0.475,0.000,5.03,12.18,75.8,78.7,7560,Not Reported,2657,Not Reported
25-01-2020,,Algeria,0,0,0,0,28.0339,1.6596,18.22,10,25,3.8,0,0,43851044,18,29,1.03,5.81,1.9,0.475,0.000,5.03,12.18,75.8,78.7,7560,Not Reported,2657,Not Reported
26-01-2020,,Algeria,0,0,0,0,28.0339,1.6596,20.06,13,28,2.7,0,0,43851044,18,29,1.03,5.81,1.9,0.475,0.000,5.03,12.18,75.8,78.7,7560,Not Reported,2657,Not Reported
27-01-2020,,Algeria,0,0,0,0,28.0339,1.6596,19.39,15,26,13.2,0,0,43851044,18,29,1.03,5.81,1.9,0.475,0.000,5.03,12.18,75.8,78.7,7560,Not Reported,2657,Not Reported
28-01-2020,,Algeria,0,0,0,0,28.0339,1.6596,17.67,13,24,14.5,0,0,43851044,18,29,1.03,5.81,1.9,0.475,0.000,5.03,12.18,75.8,78.7,7560,Not Reported,2657,Not Reported
29-01-2020,,Algeria,0,0,0,0,28.0339,1.6596,17.89,12.78,24.22,14.4,0,0,43851044,18,29,1.03,5.81,1.9,0.475,0.000,5.03,12.18,75.8,78.7,7560,Not Reported,2657,Not Reported
30-01-2020,,Algeria,0,0,0,0,28.0339,1.6596,17.78,11.78,25,11.5,0,0,43851044,18,29,1.03,5.81,1.9,0.475,0.000,5.03,12.18,75.8,78.7,7560,Not Reported,2657,Not Reported
31-01-2020,,Algeria,0,0,0,0,28.0339,1.6596,19.39,11.5,28,12.4,0,0,43851044,18,29,1.03,5.81,1.9,0.475,0.000,5.03,12.18,75.8,78.7,7560,Not Reported,2657,Not Reported
